ticket_id,description,category,priority
T001379,"Issue experiencing timeout, outage, authentication error",Application,Medium
T009902,Vendor system integration failing authentication,Vendor,Low
T004535,Virtual machine unable to start after host failure,Virtualization,High
T003257,Cron email notifications blocked by firewall,Unix,High
T006812,Jenkins build pipeline hanging indefinitely,DevOps,High
T004860,Hypervisor memory pressure causing VM swapping,Virtualization,Medium
T006584,"Issue throwing version control, Docker, CI/CD error",DevOps,High
T004082,"Issue causing malware, firewall, encryption, intrusion error",Security,High
T002002,Database index becoming bloated after bulk insert,Database,Critical
T005871,"Issue unable to network, SLA, anomaly error",Monitoring,High
T004537,ESXi host showing CPU throttling during peak usage,Virtualization,High
T002148,"Issue showing RDS, pod error",Cloud,High
T001307,"Issue cannot login, timeout error",Application,Medium
T002627,"Issue throwing auto scaling, load balancer, Kubernetes, VPC error",Cloud,High
T003000,"Issue experiencing bash, cron, core dump, service error",Unix,High
T002184,Load balancer not distributing traffic evenly,Cloud,Low
T002241,"Issue showing limit, TLS, EC2, CloudFormation error",Cloud,High
T004328,VM template outdated with missing security patches,Virtualization,Medium
T007439,Power supply failure on production server,Hardware,High
T005585,"Issue experiencing controller, retention error",Storage,Critical
T008214,"Issue showing IMAP, authentication, recovery error",Email,High
T002469,Docker networking DNS not resolving container names,Cloud,Medium
T006856,Artifact repository access denied for build job,DevOps,High
T006846,Automated rollback not executing on failure,DevOps,High
T004914,"Issue unable to migration, virtual machine, datastore, ESXi error",Virtualization,Critical
T003642,"Issue causing breach, incident, policy, prevention error",Security,Medium
T001531,PostgreSQL index fragmentation causing slow queries,Database,High
T006504,Jenkins build pipeline hanging indefinitely,DevOps,High
T007413,Power supply failure on production server,Hardware,High
T004989,VM disk I/O saturation during backup window,Virtualization,High
T009703,"Issue throwing integration, compatibility, support ticket, EOL error",Vendor,High
T001939,"Issue causing sharding, buffer error",Database,Medium
T002409,SSL certificate expired on production server,Cloud,Medium
T008883,Full backup unable to complete due to network timeout,Backup,High
T000875,Application JSON parsing error from third party API,Application,Low
T009781,Vendor API endpoint deprecated without replacement,Vendor,High
T003665,"Issue throwing quarantine, malware error",Security,Critical
T003393,"Issue causing process, PAM error",Unix,High
T007198,Power supply failure on production server,Hardware,High
T004875,"Issue causing snapshot, HA error",Virtualization,Medium
T003153,"Issue showing partition, file descriptor error",Unix,Critical
T006755,"Issue showing automation, artifact, Kubernetes, CI/CD error",DevOps,Medium
T008359,Meeting room booking system not updating,Email,High
T002533,Cloud storage bucket versioning causing quota exceeded,Cloud,High
T004898,VM disk I/O saturation during backup window,Virtualization,Medium
T005008,"Issue throwing S3, NAS error",Storage,High
T001475,Database cardinality estimation causing poor plan,Database,Medium
T005190,"Issue throwing controller, retention, replication error",Storage,High
T005066,Storage array firmware update interrupted,Storage,High
T007030,"Issue throwing configuration, IaC error",DevOps,Medium
T006338,"Issue unable to network, Prometheus, Splunk error",Monitoring,High
T003956,"Issue causing antivirus, update, intrusion error",Security,Critical
T007992,"Issue experiencing recovery, synchronization, Outlook error",Email,High
T002168,AWS Lambda function throwing memory limit error,Cloud,High
T008532,Mailbox size exceeding quota preventing new mail,Email,Critical
T008601,"Issue throwing replication, snapshot, tape, compression error",Backup,Critical
T000868,Application hanging during peak load hours,Application,High
T005950,Alerting system flooding with false positive alerts,Monitoring,Critical
T002104,"Issue experiencing lag, replication, query error",Database,High
T001322,Application metrics export failing with write errors,Application,High
T004154,Suspicious process detected running with elevated privileges,Security,High
T002093,DynamoDB read capacity throttled during spike,Database,High
T006957,Deployment validation script exiting prematurely,DevOps,High
T005759,Grafana dashboard queries timing out,Monitoring,Low
T000005,User cannot authenticate to WiFi portal,Network,Low
T002788,Docker image build failing due to network timeout,Cloud,Medium
T008754,Backup job not completing within scheduled window,Backup,Critical
T008788,Backup retention policy not deleting old backups,Backup,High
T008782,Cloud backup bandwidth throttling,Backup,Critical
T006718,Build artifact size exceeding storage quota,DevOps,High
T009499,"Issue unable to escalation, EOL, renewal error",Vendor,High
T009112,"Issue experiencing deduplication, verification error",Backup,High
T009028,Replication lag growing for backup mirror,Backup,Medium
T009864,"Issue throwing EOL, subscription error",Vendor,Medium
T006437,Build artifact size exceeding storage quota,DevOps,Medium
T002030,Database query plan inefficient after statistics update,Database,Medium
T002887,"Issue causing kernel, SELinux error",Unix,High
T008981,Backup storage approaching capacity limit,Backup,Critical
T001458,MySQL binlog position misalignment in replication,Database,High
T007050,Kubernetes deployment unable to pull image,DevOps,Medium
T009524,Vendor API documentation outdated,Vendor,High
T009310,Vendor system unreachable during deployment,Vendor,High
T009324,Support ticket escalation not proceeding,Vendor,High
T001547,Database cardinality estimation causing poor plan,Database,Medium
T005442,"Issue showing S3, RAID, deduplication error",Storage,Critical
T004722,VM snapshot consuming excessive storage space,Virtualization,Critical
T004758,vMotion migration failing due to CPU incompatibility,Virtualization,Medium
T005663,Storage pool fragmentation increasing response time,Storage,Medium
T002965,"Issue unable to process, permission, LDAP, PAM error",Unix,High
T005881,Alert notification email not being delivered,Monitoring,High
T001370,Application unable to reach database server,Application,Critical
T004106,Unauthorized access attempt detected in audit logs,Security,High
T008203,Email recovery from deleted items failing,Email,Medium
T002760,"Issue throwing AWS, ECS, Lambda, load balancer error",Cloud,High
T009778,SaaS application API rate limiting requests,Vendor,Medium
T003290,File permissions incorrect after backup restore,Unix,High
T001423,"Issue causing authorization, API error",Application,Medium
T003818,Vulnerability found in third-party library dependency,Security,High
T008612,Recovery time objective not being met,Backup,High
T006454,"Issue throwing Kubernetes, Jenkins, GitLab error",DevOps,Medium
T001978,Database cursor limit reached on connection pool,Database,Low
T000702,"Issue throwing congestion, latency, WAN error",Network,Low
T009380,Vendor support response time exceeding SLA,Vendor,Critical
T009702,License key validation error,Vendor,Medium
T009880,Vendor API endpoint deprecated without replacement,Vendor,High
T001242,"Issue unable to response time, user error",Application,High
T006023,"Issue experiencing latency, Splunk error",Monitoring,Medium
T009008,Backup deduplication ratio declining unexpectedly,Backup,High
T009312,API token refresh failing unexpectedly,Vendor,High
T003367,Permission denied when accessing /opt/application directory,Unix,Medium
T002579,"Issue causing container, RDS error",Cloud,Medium
T008010,"Issue throwing synchronization, authentication, Office 365 error",Email,Medium
T004964,"Issue cannot provisioning, cluster error",Virtualization,Critical
T005027,"Issue experiencing iSCSI, retention error",Storage,Critical
T004076,Unauthorized access attempt detected in audit logs,Security,Medium
T008614,Recovery time objective not being met,Backup,Critical
T001728,Database table locked preventing schema changes,Database,High
T003498,Systemd timeout waiting for dependent services,Unix,Medium
T009642,"Issue cannot renewal, API, SaaS, EOL error",Vendor,Medium
T004273,Two-factor authentication system experiencing outage,Security,Critical
T005137,"Issue throwing controller, SAN, S3, RAID error",Storage,High
T001254,"Issue experiencing response time, authentication, authorization error",Application,Medium
T007036,"Issue throwing registry, container, GitHub, artifact error",DevOps,Low
T007117,Automated testing timeout during deployment,DevOps,Critical
T009997,Vendor system data sync incomplete,Vendor,High
T006970,Canary deployment metrics collection missing,DevOps,High
T009993,Subscription renewal failing during processing,Vendor,Medium
T007201,USB port not providing power to devices,Hardware,Low
T008437,Out of office reply not being sent,Email,Medium
T001109,"Issue experiencing thread, authentication, transaction, caching error",Application,High
T008501,Spam filter incorrectly blocking legitimate email,Email,Medium
T005982,"Issue causing network, memory, log, ELK error",Monitoring,Low
T009959,"Issue cannot subscription, escalation, license, support ticket error",Vendor,Medium
T008492,Meeting room booking system not updating,Email,Critical
T001104,User unable to login to corporate portal,Application,Medium
T009390,"Issue unable to compatibility, renewal error",Vendor,Critical
T008963,Backup retention policy not deleting old backups,Backup,High
T002780,"Issue throwing security group, container, load balancer error",Cloud,Critical
T004064,Insider threat alert triggered for suspicious file access,Security,High
T006748,"Issue causing deployment, orchestration, Git, release error",DevOps,High
T007971,"Issue causing Gmail, Exchange, recovery error",Email,Medium
T002083,MongoDB oplog size insufficient for replication,Database,High
T004402,VM template outdated with missing security patches,Virtualization,High
T008735,"Issue cannot RPO, replication, incremental, retention error",Backup,High
T008744,"Issue experiencing retention, cloud error",Backup,Critical
T001692,Database connection from application pool rejected,Database,Critical
T001158,"Issue experiencing authentication, user error",Application,High
T007624,Server CPU showing temperature warning,Hardware,High
T003743,"Issue cannot update, firewall error",Security,High
T007321,"Issue showing disk, server error",Hardware,Medium
T007420,Desktop monitor displaying color distortion,Hardware,High
T000262,VPN tunnel down between offices,Network,Medium
T004333,Hypervisor memory pressure causing VM swapping,Virtualization,High
T001284,Application hanging during peak load hours,Application,Medium
T005467,Storage snapshot deletion failing due to dependencies,Storage,Medium
T006688,Jenkins build pipeline hanging indefinitely,DevOps,Medium
T008416,"Issue experiencing authentication, synchronization error",Email,High
T000389,SSL handshake timeout on API endpoints,Network,High
T007690,Server firmware version mismatched,Hardware,Low
T009521,Vendor feature deprecation breaking integration,Vendor,Medium
T003288,Shell script returning permission denied on NFS mount,Unix,Medium
T000867,Web server worker processes constantly crashing,Application,Critical
T000094,Cannot connect to VPN after office hours,Network,Medium
T000361,"Issue unable to subnet, VPN, throughput, switch error",Network,High
T007319,"Issue cannot server, desktop, laptop error",Hardware,High
T007802,Keyboard and mouse intermittently disconnecting,Hardware,High
T001361,"Issue throwing caching, module error",Application,High
T001169,"Issue causing pool, caching, error, session error",Application,Critical
T004776,Virtual machine network adapter showing errors,Virtualization,Medium
T007200,Network card hardware malfunction,Hardware,High
T000919,"Issue cannot caching, performance, user, garbage collection error",Application,Critical
T007287,Server CPU showing temperature warning,Hardware,High
T006609,Build artifact size exceeding storage quota,DevOps,Low
T005123,Storage quota enforcer removing user files,Storage,Critical
T007090,GitLab CI/CD pipeline failing at deploy stage,DevOps,Medium
T001770,"Issue causing pool, Redis, MongoDB error",Database,Medium
T000534,"Issue showing latency, congestion, throughput, network interface error",Network,Critical
T009364,Vendor system data sync incomplete,Vendor,Low
T000134,"Issue causing throughput, bandwidth, switch error",Network,Critical
T001591,Database cardinality estimation causing poor plan,Database,Critical
T008004,"Issue throwing quota, synchronization, authentication, SMTP error",Email,Medium
T009623,"Issue experiencing SaaS, update error",Vendor,High
T005197,Storage quota enforcer removing user files,Storage,High
T002915,SSH service not responding on port 22,Unix,High
T004080,"Issue experiencing patch, quarantine, exploit error",Security,High
T002660,"Issue showing AWS, RDS error",Cloud,Medium
T008545,Shared mailbox access permission not working,Email,High
T004196,Insider threat alert triggered for suspicious file access,Security,High
T001914,"Issue showing bloat, cache error",Database,High
T009723,Third-party service returning 500 error,Vendor,Medium
T007032,Artifact repository access denied for build job,DevOps,Medium
T005665,Volume expansion unable to complete,Storage,High
T004943,"Issue throwing resource pool, memory, snapshot error",Virtualization,High
T007047,Infrastructure-as-code drift detected in production,DevOps,High
T004826,"Issue experiencing provisioning, HA error",Virtualization,High
T009856,License key validation error,Vendor,Medium
T002056,MySQL binlog position misalignment in replication,Database,Critical
T008799,Backup validation showing data corruption,Backup,High
T000580,Network broadcast storm detected on VLAN,Network,Critical
T004703,Datastore space running critically low,Virtualization,High
T006057,Alert escalation policy not triggering correctly,Monitoring,High
T006431,Git webhook not triggering pipeline on commit,DevOps,Medium
T007630,Hardware diagnostic test indicating failure,Hardware,Critical
T002024,DynamoDB read capacity throttled during spike,Database,High
T004942,DRS unable to balance workloads across hosts,Virtualization,Critical
T009967,SaaS application API rate limiting requests,Vendor,High
T003927,"Issue experiencing firewall, patch, malware error",Security,High
T003088,"Issue experiencing script, daemon error",Unix,Medium
T001622,Database table locked preventing schema changes,Database,Medium
T004400,VM console access restricted due to certificate issue,Virtualization,High
T008125,Calendar sync not working across devices,Email,Critical
T005887,Log parser unable to process new event format,Monitoring,High
T007587,Laptop battery not holding charge,Hardware,Medium
T007708,Server firmware version mismatched,Hardware,High
T003885,"Issue showing firewall, malware error",Security,High
T005433,NAS replication lag exceeding configured threshold,Storage,High
T006645,"Issue unable to GitHub, Terraform, IaC, release error",DevOps,High
T000667,Slow network performance in building A,Network,High
T007869,Slack integration not syncing notifications,Email,Medium
T005203,"Issue experiencing iSCSI, NAS, replication error",Storage,Critical
T008996,"Issue cannot incremental, restore, full backup, disaster recovery error",Backup,High
T002498,AWS Lambda concurrency limit exceeded,Cloud,High
T003569,Systemd timeout waiting for dependent services,Unix,High
T007018,"Issue experiencing Terraform, version control, release, Git error",DevOps,Medium
T001703,Database checkpoint not completing in time,Database,Critical
T004246,"Issue cannot vulnerability, threat, breach, patch error",Security,Critical
T004815,VM console access restricted due to certificate issue,Virtualization,High
T008013,"Issue experiencing Outlook, archive, collaboration, Slack error",Email,Critical
T000461,"Issue showing network interface, gateway, latency error",Network,High
T003409,Disk space 95% full on /var partition,Unix,Medium
T009573,Integration webhook not triggering,Vendor,High
T008625,"Issue showing restore, replication, recovery, disaster recovery error",Backup,High
T003109,Log rotation script failing to compress archives,Unix,Critical
T007202,USB port not providing power to devices,Hardware,High
T003635,SSL/TLS vulnerability detected on web server,Security,Critical
T004327,ESXi host showing CPU throttling during peak usage,Virtualization,Critical
T003735,"Issue cannot breach, authentication, detection, exploit error",Security,High
T006078,Monitoring dashboard refresh rate degraded,Monitoring,High
T008609,Replication lag growing for backup mirror,Backup,High
T005834,Monitoring compliance report generation failing,Monitoring,High
T007794,Keyboard and mouse intermittently disconnecting,Hardware,Medium
T005266,Storage pool fragmentation increasing response time,Storage,Critical
T009669,Vendor system integration failing authentication,Vendor,High
T005230,"Issue showing volume, encryption error",Storage,Medium
T008739,Replication lag growing for backup mirror,Backup,High
T009962,License capacity exceeded,Vendor,High
T000021,"Issue unable to switch, IP address, connectivity error",Network,High
T006428,Alerting system flooding with false positive alerts,Monitoring,High
T007900,Outlook profile corruption preventing email access,Email,Critical
T001339,Application performance degrades under load test,Application,Critical
T000615,Network bandwidth utilization 85% sustained,Network,High
T008095,Outlook performance degrading with large mailbox,Email,Medium
T003164,Iptables rules blocking legitimate traffic,Unix,Critical
T008035,Email delivery failing for external recipients,Email,Medium
T007259,Printer unable to communicate with print server,Hardware,Low
T002145,Database transaction log full preventing writes,Database,High
T005150,Snapshot retention policy preventing cleanup,Storage,High
T001628,Database connection pool exhausted,Database,Critical
T003596,"Issue experiencing breach, malware, detection error",Security,Critical
T004115,Possible malware infection detected on workstation,Security,Medium
T001523,"Issue cannot index, restore, Oracle error",Database,Critical
T002374,"Issue throwing VPC, image, pod error",Cloud,High
T001553,Database index becoming bloated after bulk insert,Database,Medium
T006576,Terraform state lock stuck preventing deployments,DevOps,Medium
T001382,"Issue cannot pool, user error",Application,Low
T007375,"Issue experiencing desktop, temperature, workstation error",Hardware,High
T003487,Disk space 95% full on /var partition,Unix,High
T004944,Datastore latency causing VM performance degradation,Virtualization,High
T002220,Lambda function timeout during image processing,Cloud,Critical
T002429,Terraform applying infrastructure changes failing,Cloud,Medium
T001538,"Issue causing archive, Redis, bloat error",Database,Critical
T008642,Backup validation showing data corruption,Backup,Critical
T007497,Server BIOS update preventing system boot,Hardware,Critical
T009067,"Issue unable to snapshot, tape, disaster recovery error",Backup,High
T000260,Network broadcast storm detected on VLAN,Network,Critical
T002263,"Issue cannot auto scaling, security group error",Cloud,Low
T009601,License capacity exceeded,Vendor,Medium
T003585,Data exfiltration attempt detected and blocked,Security,Medium
T001041,Application connection pool leaking connections,Application,Medium
T007704,Workstation storage device not recognized,Hardware,Medium
T004619,VM template outdated with missing security patches,Virtualization,High
T007454,Laptop screen flickering intermittently,Hardware,Critical
T008682,Cloud backup bandwidth throttling,Backup,Medium
T006026,"Issue unable to memory, Grafana error",Monitoring,High
T002157,Cloud storage bucket versioning causing quota exceeded,Cloud,Medium
T002213,Load balancer not distributing traffic evenly,Cloud,Medium
T009609,"Issue experiencing third-party, deprecation error",Vendor,High
T005580,"Issue throwing volume, retention error",Storage,High
T004822,VM console access restricted due to certificate issue,Virtualization,High
T000181,VLAN trunk port down affecting multiple subnets,Network,High
T003195,Permission denied when accessing /opt/application directory,Unix,Critical
T007239,Expansion card detection failure,Hardware,High
T006853,"Issue causing GitLab, CI/CD, version control, Kubernetes error",DevOps,Medium
T008399,"Issue cannot SMTP, archive, authentication, calendar error",Email,High
T003459,SSH service not responding on port 22,Unix,High
T006509,"Issue throwing artifact, Jenkins, pipeline, GitHub error",DevOps,Medium
T009627,Subscription renewal failing during processing,Vendor,High
T008319,Shared mailbox access permission not working,Email,High
T008009,"Issue throwing quota, Slack error",Email,High
T001844,Database checkpoint not completing in time,Database,High
T002480,VPN gateway certificate expiring in 7 days,Cloud,High
T004576,Datastore space running critically low,Virtualization,High
T001186,Java application OutOfMemory error in production,Application,High
T003896,"Issue causing detection, authentication, breach, prevention error",Security,Medium
T006227,Metrics collection showing gaps in data,Monitoring,Low
T003507,Backup process failing with permission errors,Unix,High
T003688,Data exfiltration attempt detected and blocked,Security,Critical
T002367,Kubernetes node not joining cluster,Cloud,High
T009625,Vendor system unreachable during deployment,Vendor,Critical
T008650,"Issue experiencing backup, replication error",Backup,Critical
T006297,"Issue unable to latency, disk, DataDog error",Monitoring,Medium
T009041,"Issue throwing backup, incremental, compression, verification error",Backup,High
T008697,Restore operation timeout preventing data recovery,Backup,High
T008260,"Issue experiencing meeting, IMAP, delivery, spam error",Email,High
T006199,Splunk index unusually large after ingestion spike,Monitoring,Medium
T002798,VPN gateway certificate expiring in 7 days,Cloud,High
T000640,Network bandwidth utilization 85% sustained,Network,High
T000198,RDP connection timeout to database server,Network,Medium
T004204,"Issue throwing update, certificate, incident, authentication error",Security,High
T005325,iSCSI connection timeout to storage array,Storage,High
T008178,"Issue experiencing Outlook, delivery error",Email,High
T006273,Monitoring database retention policy not working,Monitoring,High
T006390,"Issue showing uptime, Grafana, Splunk error",Monitoring,High
T007388,Power supply failure on production server,Hardware,High
T006158,Prometheus metrics scrape failing for target,Monitoring,High
T006825,Terraform state lock stuck preventing deployments,DevOps,High
T004936,Virtual machine unable to start after host failure,Virtualization,High
T009647,Support ticket escalation not proceeding,Vendor,High
T001479,MySQL binlog position misalignment in replication,Database,High
T009152,Incremental backup verification failing,Backup,High
T005861,Grafana dashboard queries timing out,Monitoring,High
T000274,Cannot add new host to DNS zone,Network,Medium
T007977,Outlook unable to connect to mailbox server,Email,Medium
T004119,Vulnerability found in third-party library dependency,Security,Medium
T007490,Power supply failure on production server,Hardware,Medium
T003302,Nginx master process hanging periodically,Unix,High
T001650,DynamoDB read capacity throttled during spike,Database,Critical
T008631,RPO exceeded for critical systems,Backup,High
T005900,Splunk index unusually large after ingestion spike,Monitoring,Medium
T006483,Artifact repository access denied for build job,DevOps,Critical
T008222,Spam filter incorrectly blocking legitimate email,Email,Low
T001387,Application performance degrades under load test,Application,Medium
T000723,Apache server showing 503 error intermittently,Application,Medium
T002138,PostgreSQL index fragmentation causing slow queries,Database,High
T004761,Datastore latency causing VM performance degradation,Virtualization,High
T000613,"Issue unable to link down, network interface, latency error",Network,Medium
T009705,Third-party service returning 500 error,Vendor,High
T009306,SaaS application API rate limiting requests,Vendor,High
T006956,Secret management failing during deployment,DevOps,High
T001132,Application database connection string incorrect after migration,Application,High
T005879,"Issue causing uptime, dashboard error",Monitoring,Medium
T006250,"Issue showing anomaly, latency, disk error",Monitoring,High
T008824,"Issue experiencing restore, backup error",Backup,Medium
T007667,"Issue cannot maintenance, laptop, printer, power supply error",Hardware,High
T001797,Database query timeout on reporting tables,Database,Critical
T007037,"Issue throwing Jenkins, IaC, deployment, release error",DevOps,High
T009407,Vendor API documentation outdated,Vendor,High
T004281,SSL/TLS vulnerability detected on web server,Security,Critical
T008632,Backup validation showing data corruption,Backup,Critical
T007602,Server firmware version mismatched,Hardware,High
T000283,"Issue experiencing network interface, VLAN, packet loss, route error",Network,Critical
T008732,Disaster recovery test unable to start,Backup,High
T000854,Application crash after memory usage spike,Application,High
T004608,Virtual machine suspended unexpectedly,Virtualization,High
T002212,"Issue unable to Kubernetes, VPC error",Cloud,Medium
T005919,Alert escalation policy not triggering correctly,Monitoring,High
T005541,Storage pool fragmentation increasing response time,Storage,Critical
T007073,Blue-green deployment cutover not completing,DevOps,High
T003071,Systemd timeout waiting for dependent services,Unix,Medium
T001405,Apache server showing 503 error intermittently,Application,High
T003689,Two-factor authentication system experiencing outage,Security,Medium
T001973,MySQL binlog position misalignment in replication,Database,High
T002272,"Issue unable to AWS, container, VPC error",Cloud,High
T001385,Apache server showing 503 error intermittently,Application,High
T003320,"Issue cannot partition, fsck, SSH, sudo error",Unix,High
T001737,Database connection pool exhausted,Database,Medium
T004924,DRS unable to balance workloads across hosts,Virtualization,Medium
T009559,API token refresh failing unexpectedly,Vendor,Low
T004917,"Issue causing host, vMotion, migration, memory error",Virtualization,Critical
T005974,Metric cardinality explosion from new service,Monitoring,Critical
T000791,Application crash with segmentation fault,Application,Critical
T001869,"Issue causing statistics, sharding error",Database,Medium
T008402,Exchange server database corruption detected,Email,High
T005037,Storage snapshot deletion failing due to dependencies,Storage,High
T004344,Datastore latency causing VM performance degradation,Virtualization,Critical
T002488,VPN gateway certificate expiring in 7 days,Cloud,High
T007363,"Issue showing repair, power supply, temperature error",Hardware,Critical
T005649,Storage archival job failing to complete,Storage,High
T005131,"Issue throwing RAID, S3, snapshot, replication error",Storage,High
T004007,"Issue cannot attack, incident, update error",Security,High
T004065,"Issue throwing exploit, malware error",Security,High
T002278,Terraform applying infrastructure changes failing,Cloud,Critical
T007118,Version control merge conflict preventing release,DevOps,Low
T001543,"Issue showing pool, Oracle, lock error",Database,Medium
T008859,"Issue cannot replication, snapshot, disaster recovery error",Backup,High
T008007,Exchange Database Availability Group replica lag,Email,Medium
T003813,"Issue showing breach, patch error",Security,Critical
T009709,Vendor support response time exceeding SLA,Vendor,Low
T009710,Vendor system unreachable during deployment,Vendor,Critical
T005767,"Issue throwing dashboard, network, ELK, log error",Monitoring,High
T000102,SSL handshake timeout on API endpoints,Network,High
T002195,"Issue unable to SSL, TLS, security group error",Cloud,Medium
T009009,RPO exceeded for critical systems,Backup,High
T004168,Password reset tokens expiring unexpectedly,Security,Medium
T008120,Outlook profile corruption preventing email access,Email,High
T009096,Incremental backup chain broken,Backup,Critical
T003901,Failed authentication attempts exceeding threshold,Security,Critical
T003167,Apache SSL module not loaded after system update,Unix,High
T002553,"Issue unable to VPC, EC2 error",Cloud,Medium
T006859,Terraform state lock stuck preventing deployments,DevOps,High
T007505,"Issue experiencing repair, workstation, fan, inventory error",Hardware,High
T006709,"Issue showing configuration, build error",DevOps,High
T002979,"Issue unable to partition, module error",Unix,Critical
T007506,Server firmware version mismatched,Hardware,Low
T009587,End of life date approaching for vendor product,Vendor,Medium
T005006,SSD wear level approaching replacement threshold,Storage,Low
T009260,Full backup unable to complete due to network timeout,Backup,Critical
T006886,Secret management failing during deployment,DevOps,Critical
T008526,Email recovery from deleted items failing,Email,High
T006409,Alert escalation policy not triggering correctly,Monitoring,High
T000712,Network interface MTU mismatch causing fragmentation,Network,High
T009641,Vendor API documentation outdated,Vendor,Critical
T007324,Server warranty expired requiring replacement,Hardware,High
T009590,Vendor support response time exceeding SLA,Vendor,Medium
T007686,Network card hardware malfunction,Hardware,High
T005344,Storage snapshot deletion failing due to dependencies,Storage,High
T001036,Application metrics export failing with write errors,Application,Critical
T009857,Third-party connector configuration error,Vendor,High
T006352,Distributed trace context not propagating correctly,Monitoring,Medium
T008928,Tape library robotic arm malfunction,Backup,High
T004681,Cluster HA failover not triggered for downed host,Virtualization,High
T002630,"Issue causing TLS, deployment, VPC error",Cloud,Critical
T000486,RDP connection timeout to database server,Network,High
T001078,"Issue experiencing API, caching, thread, deployment error",Application,High
T001855,"Issue unable to index, MySQL error",Database,Medium
T007489,Laptop screen flickering intermittently,Hardware,Critical
T004167,Security token refresh failing for API integration,Security,Medium
T005261,"Issue cannot replication, LUN error",Storage,Medium
T008844,Disaster recovery test unable to start,Backup,High
T005530,Storage pool fragmentation increasing response time,Storage,Critical
T006028,Monitoring compliance report generation failing,Monitoring,Medium
T006488,Pipeline notification system offline,DevOps,High
T006535,Kubernetes ConfigMap not updating deployed pods,DevOps,High
T007796,Desktop monitor displaying color distortion,Hardware,Medium
T002078,Database deadlock occurring in transaction,Database,High
T009928,Vendor platform maintenance window extending beyond expected time,Vendor,Medium
T002371,Kubernetes pod eviction due to memory pressure,Cloud,Medium
T001715,"Issue causing bloat, deadlock error",Database,Medium
T009679,"Issue causing integration, update, license, support ticket error",Vendor,High
T009580,API token refresh failing unexpectedly,Vendor,High
T000960,API rate limiting throttling legitimate requests,Application,High
T001446,DynamoDB read capacity throttled during spike,Database,Medium
T000343,"Issue experiencing interface, OSPF, packet loss error",Network,Medium
T009308,Vendor API documentation outdated,Vendor,Medium
T001189,Application database connection string incorrect after migration,Application,Critical
T008854,Disaster recovery test unable to start,Backup,High
T008937,Backup validation showing data corruption,Backup,Medium
T007899,"Issue throwing IMAP, mailbox error",Email,Medium
T001677,MySQL replication lag increasing beyond threshold,Database,Medium
T008253,"Issue cannot recovery, Office 365, quota, Slack error",Email,High
T007368,Network card hardware malfunction,Hardware,High
T001273,Web server worker processes constantly crashing,Application,High
T007390,Printer print quality degraded,Hardware,Medium
T000144,"Issue experiencing gateway, BGP, latency, interface error",Network,High
T002945,Systemd timeout waiting for dependent services,Unix,High
T000119,BGP route flapping causing intermittent connectivity,Network,High
T004507,VM template outdated with missing security patches,Virtualization,Critical
T002582,"Issue unable to AWS, CloudFormation, VPC error",Cloud,High
T006325,Log parser unable to process new event format,Monitoring,High
T004533,vMotion migration failing due to CPU incompatibility,Virtualization,Medium
T008878,"Issue unable to tape, snapshot, retention, RPO error",Backup,Critical
T000614,Frequent disconnections on WiFi network,Network,High
T002207,S3 bucket policy blocking read access to files,Cloud,Medium
T007593,Printer print quality degraded,Hardware,High
T003155,Kernel audit rules not capturing all system calls,Unix,Medium
T003952,Zero-day vulnerability detected in production environment,Security,Medium
T001615,Redis cache connection refused from web servers,Database,Critical
T002881,"Issue causing ulimit, PAM error",Unix,High
T003447,Kernel audit rules not capturing all system calls,Unix,Low
T008513,"Issue showing IMAP, Exchange, mailbox, archive error",Email,High
T002669,Load balancer not distributing traffic evenly,Cloud,High
T001452,Redis cache connection refused from web servers,Database,High
T006190,Alerting system flooding with false positive alerts,Monitoring,Medium
T007126,Git webhook not triggering pipeline on commit,DevOps,Medium
T006198,Prometheus metrics scrape failing for target,Monitoring,High
T006628,Kubernetes ConfigMap not updating deployed pods,DevOps,High
T006427,"Issue experiencing metric, network, log, DataDog error",Monitoring,High
T005592,Storage controller cache battery low warning,Storage,Critical
T005025,SAN storage capacity at 92% utilization,Storage,High
T005385,NFS mount showing stale handle errors,Storage,High
T003669,Zero-day vulnerability detected in production environment,Security,Critical
T003314,File permissions incorrect after backup restore,Unix,High
T004111,"Issue unable to access control, malware, detection, breach error",Security,High
T004584,Virtual machine unable to start after host failure,Virtualization,High
T004216,Security token refresh failing for API integration,Security,High
T003718,VPN access being blocked by security policy,Security,High
T000188,Network interface MTU mismatch causing fragmentation,Network,High
T006815,Secret management failing during deployment,DevOps,High
T002214,Container registry connection timeout during deployment,Cloud,High
T000985,Application unable to reach database server,Application,High
T009357,License key validation error,Vendor,Medium
T007549,Expansion card detection failure,Hardware,High
T003265,Sudo audit log not being written correctly,Unix,High
T009794,Vendor API documentation outdated,Vendor,Medium
T009960,"Issue throwing deprecation, vendor support, support ticket error",Vendor,High
T008213,Distribution list membership not updating,Email,High
T005928,Metric cardinality explosion from new service,Monitoring,Low
T001152,Application struggling with concurrent requests,Application,Critical
T004247,Insider threat alert triggered for suspicious file access,Security,Critical
T007927,Email forwarding rule not executing,Email,High
T008553,Email forwarding rule not executing,Email,Critical
T000790,Application performance degrades under load test,Application,High
T002332,Kubernetes pod eviction due to memory pressure,Cloud,High
T008282,"Issue throwing mailbox, spam, authentication error",Email,High
T008585,Disaster recovery runbook outdated,Backup,High
